SiteID,BRLat,BRLong,StreamName,Program
BLMMaster-12815,47.691706,-118.849358,Wilson Creek,BLM
BLMMaster-10570,44.677281,-113.893775,Morgan Creek,BLM
BLMMaster-14159,45.385821,-120.528879,JOHN DAY RIVER,BLM
BLMMaster-11689,41.990388,-110.078542,SLATE CREEK,BLM
BLMMaster-13593,42.301385,-107.180208,ARKANSAS CREEK,BLM
WD-TR-1359,41.702352,-111.25811,SOUTH FORK OTTER,BLM
BLM13-2010,42.79435,-123.5844,Cow Creek,BLM
BLMMaster-12002,37.799676,-108.823521,DOLORES RIVER,BLM
BLM13-1019,44.529697,-114.312422,Mill Creek,BLM
BLMMaster-19190,47.491843,-119.973804,Duffy Creek,BLM
BLMMaster-11554,37.701951,-105.387301,SHEEP CREEK,BLM
BLMMaster-16941,40.863788,-109.197684,Tolivers Creek,BLM
BLMMaster-12685,39.00878,-108.93753,LITTLE DOLORES RIVER,BLM
BLMMaster-10797,40.862762,-109.139719,Green River,BLM
BLM13-4003,42.77932,-116.49776,South Fork Castle Creek,BLM
BLM13-2094,44.76394,-123.56632,SLICK CREEK,BLM
BLM13-4029,44.163913,-111.575625,Pine Creek,BLM
BLMMaster-15807,45.038899,-119.156401,MATLOCK CREEK,BLM
BLMMaster-12617,40.113931,-106.08097,KINNEY CREEK,BLM
BLMMaster-10822,44.03729,-113.226878,LITTLE LOST RIVER,BLM
BLM13-1003,44.2658,-114.5141,THOMPSON CREEK,BLM
BLMMaster-18710,35.89288,-104.441347,CARRIZO CREEK,BLM
BLM13-8132,40.7312,-120.1173,SMOKE CREEK,BLM
BLM13-2090,45.815349,-123.02744,NA,BLM
UT_MB_Supp1-1200,39.198392,-110.075472,Green River,BLM
AK14-9011,65.509553,-147.091196,O'Brien Creek,BLM
BLM13-6105,40.490904,-118.14504,NA,BLM
UT_MB_Supp1-1201,38.589117,-109.4305,UNNAMED,BLM
BLMMaster-20723,47.003902,-117.947099,ROCK CREEK,BLM
BLMMaster-19955,47.364945,-118.882334,CRAB CREEK,BLM
GAFO-1076,62.228401,-145.669357,NA,BLM
BLM13-8475,41.3079,-119.7275,PINTO,BLM
BLMMaster-23311,48.620821,-119.440554,CHEWILIKEN CREEK,BLM
BLMMaster-10841,41.296155,-106.948748,Centennial Creek,BLM
BLMMaster-14637,39.755387,-108.654569,EAST DOUGLAS CREEK,BLM
BLMMaster-13561,40.861531,-106.564329,SHAFER CREEK,BLM
BLM13-6040,38.266504,-114.275622,Pine Creek,BLM
BLM13-2095,42.893237,-123.060388,Stouts Creek,BLM
BLM13-5073,39.8268,-109.8692,GREEN RIVER,BLM
BLM13-8315,41.667974,-119.986519,Sand Creek,BLM
BLMMaster-13628,39.621042,-110.672286,COAL CREEK,BLM
BLMMaster-17058,36.480577,-105.731836,"GRANDE, RIO",BLM
BLMMaster-15857,39.846415,-113.804211,INDIAN FARM ,BLM
BLMMaster-13001,40.942371,-108.059993,LITTLE SNAKE RIVER,BLM
BLMMaster-13081,42.180866,-106.850068,NA,BLM
BLMMaster-14271,44.943942,-119.293292,NORTH FORK JOHN DAY RIVER ,BLM
BLMMaster-13213,39.754994,-109.928177,GREEN RIVER,BLM
BLMMaster-12605,39.758133,-106.790237,MILE CREEK,BLM
BLM13-8311,41.09838,-119.80888,Cherry Creek,BLM
SW-TR-1157,38.507155,-108.703849,MESA CREEK,BLM
BLMMaster-10940,39.349252,-110.494708,PRICE RIVER,BLM
BLMMaster-11097,41.276224,-107.239469,East Fork Savery Creek,BLM
BLMMaster-14415,45.530348,-120.362202,JOHN DAY RIVER,BLM
BLMMaster-26111,45.899889,-120.585959,ROCK CREEK,BLM
BLMMaster-12889,41.139918,-106.827285,SOUTH FORK MINER CREEK,BLM
BS-TR-1418,64.929183,-163.735927,SWEETCAKE CREEK,BLM
BLM13-5023,39.251516,-109.47318,NA,BLM
BLM13-8486,41.2972,-119.9233,LEFT BLANK,BLM
PR-TR-014,44.234573,-120.011811,MIM 203 DMA Paulina Creek,BLM
BLMMaster-19186,36.52284,-106.726317,"CHAMA, RIO",BLM
BLM13-2113,44.575572,-122.438969,Yellowstone Creek,BLM
BLM13-8038,41.2788,-120.5965,CROOKS CREEK,BLM
BLM14-9277,40.916343,-117.640271,NA,BLM
CYFO-1056,66.019719,-150.624778,Unamed,BLM
BLM13-4120,41.589885,-118.788419,Corral Creek,BLM
BLMMaster-11241,41.028579,-109.777341,ANTELOPE WASH,BLM
BLMMaster-18188,41.811072,-111.18526,SOUTH FORK SIXMILE CREEK,BLM
UNEQUAL-081,40.407105,-109.183389,South Fork Cub Creek,BLM
BLMMaster-15625,39.730869,-107.989423,PICEANCE CREEK,BLM
BLMMaster-28431,48.628946,-118.739642,UNNAMED,BLM
BLM13-8330,41.13042,-119.83727,Wall Creek,BLM
BLM14-9186,39.853389,-118.083021,NA,BLM
BLMMaster-11202,37.775518,-107.658934,Deer Park Creek,BLM
GAFO-1091,63.2352,-147.59283,Unamed,BLM
BLMMaster-12809,39.960155,-106.545803,COLORADO RIVER,BLM
BLMMaster-13770,44.974494,-113.51814,AGENCY CREEK,BLM
BLMMaster-22332,39.884256,-111.199804,STARVATION CREEK,BLM
CYFO-1033,67.453904,-150.223561,Wiseman Creek,BLM
RA-TR-004,41.483688,-107.358321,Little Muddy Creek,BLM
BLMMaster-22806,35.770647,-104.559064,MORA RIVER,BLM
BLMMaster-13458,41.6424,-106.55682,RATTLESNAKE CREEK,BLM
SW-TR-002,38.733972,-107.816017,Smith Fork of the Gunnison,BLM
BLMMaster-11836,39.677588,-110.623967,Soldier Creek,BLM
BLMMaster-11679,44.460635,-119.603682,Kelley Creek,BLM
BLM13-6098,39.6879,-117.0396,NORTH FORK SILVER CREEK,BLM
BLMMaster-10978,37.217035,-105.745291,"Grande, Rio",BLM
BLMMaster-11903,44.938059,-119.380572,BIRCH CREEK,BLM
BLMMaster-10034,37.875688,-108.821486,Dolores River,BLM
BLM14-9267,41.683612,-118.64083,North Fork Big Creek,BLM
FR-TR-008,38.877294,-106.129247,Fourmile Creek,BLM
WD-TR-011,39.894292,-113.812579,Basin Creek,BLM
BLMMaster-12745,40.390689,-107.75645,MILK CREEK,BLM
BLM13-8318,41.1084,-119.9847,NA,BLM
BLMMaster-10025,43.091012,-110.180405,NA,BLM
BLMMaster-15825,41.692464,-113.788766,NORTH FORK RED BUTTE CREEK,BLM
BLMMaster-10191,45.138866,-121.409029,White River,BLM
BLMMaster-12223,44.994323,-119.296087,TRIB TO MALLORY CREEK,BLM
BLM14-9111,39.797973,-117.080492,Boone Creek,BLM
BLMMaster-14650,45.270258,-113.732868,FREEMAN CREEK,BLM
BLM13-8019,40.8501,-121.0485,RUSSEL DAIRY CREEK,BLM
AA-CY-AML-001,66.790246,-150.745097,Prospector Creek,BLM
BLMMaster-11629,40.334251,-108.870002,TURNERS CREEK,BLM
BLMMaster-16354,36.826646,-105.694285,"GRANDE, RIO",BLM
AA-STR-0013,65.45544,-144.757307,NA,BLM
UNEQUAL-183,39.844544,-113.814679,Indian Farm Creek,BLM
BLMMaster-10569,39.909933,-105.928672,Tipperary Creek,BLM
BLMMaster-10521,42.321971,-107.228906,Unamed,BLM
AA-STR-0017,65.34527,-146.692646,NA,BLM
BLM13-1071,44.803534,-119.97469,John Day River,BLM
BLM13-8336,41.2679,-119.7295,WALL CREEK,BLM
BLMMaster-22178,36.1755,-105.816452,EMBUDO CREEK,BLM
BLMMaster-15337,40.962251,-109.351239,NA,BLM
FR-TR-010,38.521624,-106.16361,Green Creek,BLM
BLMMaster-11245,38.978384,-107.329001,WILLIAMS CREEK,BLM
FR-TR-1144,38.498385,-105.407584,LOWER CURRANT CREEK,BLM
BLMMaster-16465,41.778749,-111.339839,LAKETOWN,BLM
BLMMaster-14095,48.043125,-118.09257,Unamed,BLM
BLM14-9419,38.699435,-109.07784,Beaver Creek,BLM
BLMMaster-10370,38.31685,-106.919114,Spring Hill Creek,BLM
BLMMaster-10513,41.676582,-110.780757,NA,BLM
NPRA15-9051,70.261284,-161.028078,ONGORAKVIK RIVER,BLM
AA-010-2016,67.243398,-149.993396,Kelly Pup,BLM
BLMMaster-12601,40.892321,-109.276111,Jackson Creek,BLM
BLMMaster-10882,37.860912,-107.546147,Minnie Gulch,BLM
AK_AN_BSWI-1053,63.214053,-161.416977,NA,BLM
PrinevilleIntermittent-064,44.162994,-120.721819,ANTELOPE CREEK NR JUNIPER CANYON RD,BLM
HD-TR-1213,41.090891,-110.47885,WILLOW CREEK,BLM
BLM14-9101,40.442881,-116.807246,Rock Creek,BLM
BLMMaster-13202,41.376331,-106.060138,SOUTH FORK MILL CREEK,BLM
BLMMaster-10457,42.299945,-110.449718,LA BARGE CREEK,BLM
BLMMaster-10674,37.446783,-108.768842,Yellow Jacket Canyon,BLM
BLMMaster-15727,44.006564,-120.151018,CAMP CREEK,BLM
BLM13-1110,44.7355,-117.1971,CHALK CREEK,BLM
BLMMaster-10737,39.743825,-113.885422,Trout Creek,BLM
BLMMaster-10024,42.58598,-115.995256,Big Jacks Creek,BLM
BLMMaster-11481,42.096506,-110.423087,FONTENELLE CREEK,BLM
BLMMaster-11874,38.377243,-106.009791,Decker Creek,BLM
AK_AN_BSWI-1035,63.40424,-152.83488,NA,BLM
BLMMaster-11666,41.857407,-105.313294,Little Halleck Creek,BLM
BLMMaster-10590,44.623205,-113.428739,Little Timber Creek,BLM
BLM13-2002,43.260394,-124.022673,North Fork Coquille River,BLM
BLMMaster-10014,44.48201,-113.067938,Eighteenmile Creek,BLM
BLM13-6082,41.1939,-115.279,MARY'S RIVER,BLM
BLM13-5104,41.21376,-109.34432,CURRENT CREEK,BLM
BLM13-2091,43.248148,-123.898547,Middle Creek,BLM
BLMMaster-12797,38.896,-108.931353,COATES CREEK,BLM
BLM13-8314,41.1409,-119.8356,WALL CREEK,BLM
BLMMaster-20658,37.4089,-108.903942,YELLOW JACKET CANYON,BLM
BLM13-2098,42.845127,-123.713524,Elk Valley Creek,BLM
FR-TR-006,38.371853,-105.588363,Texas Creek,BLM
BLMMaster-16161,41.958957,-113.955245,NA,BLM
BLMMaster-13071,48.969623,-118.563079,Shasket Creek,BLM
BLMMaster-11167,44.197792,-119.481165,Deer Creek,BLM
BLMMaster-10143,44.432978,-119.752786,West Birch Creek,BLM
CYFO-1035,67.386137,-149.689501,Unamed,BLM
HD-TR-1286,41.114978,-110.46409,WILLOW CREEK,BLM
BLMMaster-13069,38.718276,-109.085841,BEAVER CREEK,BLM
AK14-9139,63.975044,-142.898951,NA,BLM
UNEQUAL-086,39.148002,-110.914309,Ferron Creek,BLM
BLMMaster-10385,42.011593,-113.884607,Unamed,BLM
RA-TR-1444,41.189027,-106.794556,ENCAMPMENT RIVER,BLM
BLMMaster-12318,44.703472,-113.29231,Canyon Creek,BLM
BLMMaster-12738,37.935557,-107.461621,GRIZZLY GULCH,BLM
BLMMaster-11405,39.518057,-108.671417,Unamed,BLM
BLMMaster-14425,41.303122,-107.385,LITTLE SAVERY CREEK,BLM
FMD-TR-1340,36.828829,-107.662446,SIMON CREEK,BLM
BLMMaster-11215,45.146948,-121.336878,White River,BLM
BLM13-2107,42.831347,-123.770668,Wallace Creek,BLM
BLM14-9225,37.327867,-114.414047,Cottonwood Canyon,BLM
BLMMaster-15097,40.104586,-106.157875,SMITH CREEK,BLM
SP-TR-001,47.499289,-119.9382,Unamed,BLM
NW-TR-003,40.614128,-106.18649,Spring Creek,BLM
BLM13-4018,42.050646,-115.105785,NA,BLM
BLMMaster-12953,42.61093,-110.067445,MUDDY CREEK,BLM
BLMMaster-13986,36.204483,-105.895997,Embudo Creek,BLM
BLM14-9144,38.491653,-118.82712,NA,BLM
BLMMaster-14685,39.600757,-109.169642,BITTER CREEK,BLM
BLMMaster-10140,42.462236,-116.854019,Unamed,BLM
BLMMaster-22306,35.574304,-106.142349,SANTA FE RIVER,BLM
BLMMaster-10593,42.314094,-110.935716,LITTLE MUDDY CREEK,BLM
BLMMaster-10001,41.797208,-111.146884,Duck Creek,BLM
BLMMaster-11199,44.972307,-119.296349,Graves Creek,BLM
GAFO-1089,63.056498,-148.450456,Unamed,BLM
BLMMaster-10285,39.801207,-108.361763,Fawn Creek,BLM
BLMMaster-10876,38.760068,-110.131359,San Rafael River,BLM
BLMMaster-49980,40.054907,-111.558208,SPANISH FORK,BLM
BLMMaster-10253,38.433342,-108.886307,Roc Creek,BLM
AK14-9004,65.623834,-147.595542,Lost Horizon Creek,BLM
BLMMaster-13165,40.941889,-108.643258,VERMILLION CREEK,BLM
BLM13-1121,47.460342,-115.85735,NA,BLM
BLMMaster-13791,44.64725,-120.309885,BEAR CREEK,BLM
FMD-TR-1111,36.450574,-106.701525,RIO CHAMA,BLM
NPRA15-9013,70.549607,-155.324724,Unamed,BLM
BLMMaster-12767,44.554952,-120.175962,NELSON CREEK,BLM
AA-005-2016,67.329327,-150.012092,Hamm Creek,BLM
BLM14-9261,40.809705,-117.650552,NA,BLM
BLMMaster-11673,41.454956,-107.429479,Littlefield Creek,BLM
BLMMaster-10265,42.251875,-106.980362,Junk Creek,BLM
UNEQUAL-087,39.165395,-110.940312,Rock Canyon Creek,BLM
UNEQUAL-092,39.078198,-110.650826,San Rafael River,BLM
BLMMaster-17202,37.959094,-109.625573,NORTH COTTONWOOD CREEK,BLM
BLMMaster-22514,36.992059,-107.866115,ANIMAS RIVER,BLM
BLMMaster-13948,38.896982,-110.373013,SAN RAFAEL RIVER,BLM
BLMMaster-10121,39.349622,-106.219869,East Fork Arkansas River,BLM
BLMMaster-15517,40.59038,-109.462867,Big Brush Creek,BLM
BLMMaster-16645,41.465111,-107.715488,MUDDY CREEK,BLM
BLMMaster-10769,41.422081,-110.498296,MUDDY CREEK,BLM
UNEQUAL-057,39.44859,-110.625594,PRICE RIVER,BLM
GAFO-1056,62.886418,-149.36903,Unamed,BLM
BLMMaster-10985,41.309797,-110.218788,NA,BLM
BLMMaster-10002,38.710731,-109.327429,ONION CREEK,BLM
BLMMaster-13513,40.423782,-107.800169,YAMPA RIVER,BLM
BLMMaster-11386,44.915443,-114.05492,Iron Creek,BLM
BLMMaster-13900,38.593008,-110.966426,MUDDY CREEK,BLM
BLMMaster-20561,41.802921,-111.307888,LOWER LAKETOWN,BLM
BLMMaster-14866,38.380957,-109.495352,KANE CREEK,BLM
BLM13-4019,42.822,-116.6329,MEADOWS CREEK,BLM
FR-TR-1321,37.271938,-106.135718,LA JARA CREEK,BLM
BLM14-9426,38.551234,-109.431145,NORTH FORK MILL CREEK,BLM
CYFO-1057,66.611969,-150.687741,Unamed,BLM
BLMMaster-12941,39.21873,-108.89746,SALT CREEK,BLM
GAFO-1100,63.02779,-149.20112,Unamed,BLM
BLMMaster-10505,39.686931,-108.1906,Unamed,BLM
BLMMaster-11004,38.811641,-111.231961,Ivie Creek,BLM
BLM14-9426,38.5512,-109.43117,North Fork Mill Creek,BLM
BLMMaster-10873,41.510872,-108.61642,NA,BLM
AK14-9022,65.557435,-146.299351,NA,BLM
BLMMaster-11586,38.077213,-106.49433,Hat Springs Creek,BLM
BLM13-6085,41.2948,-115.557,NORTH FORK HUMBOLDT RIVER,BLM
BLMMaster-13578,44.83571,-113.676684,BASIN CREEK,BLM
BLMMaster-11401,38.715446,-105.21894,NO NAME,BLM
BLMMaster-10314,44.616824,-114.292634,Darling Creek,BLM
BLMMaster-10767,48.981615,-119.556647,SIMILKAMEEN RIVER,BLM
BLM13-5008,41.067578,-109.175112,CURRANT CREEK,BLM
FMD-TR-004,35.652603,-104.531308,Canon Largo,BLM
BLMMaster-11089,41.983364,-110.622607,TRAIL CREEK,BLM
BLM13-8131,40.6569,-120.0743,SMOKE CREEK,BLM
BLM13-5073,39.799556,-109.893241,GREEN RIVER,BLM
BLMMaster-12799,45.134704,-120.462576,JOHN DAY RIVER,BLM
BLMMaster-10061,38.430997,-108.686541,Big Atkinson Creek,BLM
NPRA15-TR-004,70.157949,-151.611201,Red Worm,BLM
BLM13-6114,39.7943,-116.9629,IOWA CREEK,BLM
BLMMaster-11081,39.910608,-106.105333,Williams Fork,BLM
BLMMaster-11385,41.171582,-109.304522,NA,BLM
BLMMaster-10921,41.966389,-109.600104,NA,BLM
BLM13-8137,40.838689,-120.781825,Slate Creek,BLM
AA-012-2016,67.512274,-149.85461,Gold Creek,BLM
BLMMaster-11017,39.885167,-106.623529,COLORADO RIVER,BLM
AK14-9165,64.649953,-141.839325,Comet Creek,BLM
BLMMaster-11058,37.658117,-108.735453,DOLORES,BLM
FR-TR-002,38.36699,-106.057921,Alder Creek,BLM
BLMMaster-21516,39.544621,-112.116931,SEVIER RIVER,BLM
CYFO-1041,66.990456,-150.507411,Eagle Creek,BLM
BLMMaster-15565,39.509125,-109.612531,WILLOW CREEK,BLM
BLMMaster-12429,39.431973,-108.690272,BIG SALT WASH,BLM
BLMMaster-23410,37.85817,-108.526344,DISAPPOINTMENT CREEK,BLM
BLM13-8029,41.3605,-120.4638,FITZHUAH,BLM
AK14-9136,64.381671,-142.888756,McKinley Creek,BLM
BLMMaster-15185,41.979919,-110.605633,CAMP CREEK,BLM
BLM13-1123,44.104759,-113.187322,HORSE CREEK,BLM
BLM13-8010,41.3132,-120.7271,CANYON CREEK,BLM
BLM13-8223,40.8002,-119.9814,COTTONWOOD CREEK,BLM
BLM13-8212,40.6841,-120.1032,SMOKE CREEK,BLM
BLMMaster-10861,38.910485,-107.031259,Oh-be-joyful Creek,BLM
GAFO-1005,62.878577,-148.142742,NA,BLM
BLMMaster-19727,47.472971,-119.881258,DOUGLAS CREEK,BLM
CYFO-1096,67.107695,-148.716957,Trail Creek,BLM
BLMMaster-10365,39.500228,-107.138265,West Coulter Creek,BLM
AK_AN_BSWI-1071,61.111112,-155.087244,NA,BLM
RA-TR-1200,42.271052,-107.210187,ARKANSAS CREEK ,BLM
RA-TR-001,41.342211,-107.504346,Deep Gulch,BLM
BLMMaster-11237,37.732093,-109.676169,COTTONWOOD CREEK,BLM
AK14-9141,64.525835,-141.59039,Champion Creek,BLM
BLM14-9220,38.016406,-114.20408,Meadow Valley Wash,BLM
AA-007-2016,67.215885,-149.924439,Slate Creek,BLM
BLM13-1072,44.750738,-120.227428,John Day River,BLM
BLMMaster-10015,44.126432,-120.648289,Sanford Creek,BLM
BLMMaster-12169,38.719091,-105.256042,FOURMILE CREEK,BLM
BLMMaster-10973,39.712443,-108.950915,Missouri Creek,BLM
BLMMaster-12314,44.316583,-113.746077,BUCK CREEK,BLM
BLMMaster-10189,39.229549,-108.268613,COLORADO RIVER,BLM
BLMMaster-10290,37.986619,-109.603731,COTTONWOOD CREEK,BLM
BLM13-2086,44.018919,-122.849428,Cedar Creek,BLM
BLM13-8465,41.3103,-119.9527,NO NAME,BLM
BLM13-6038,40.6375,-115.8566,DIXIE CREEK,BLM
AK14-9008,65.324798,-146.8387,Unamed,BLM
NW-TR-002,40.929681,-106.011687,Grace Creek,BLM
FMD-TR-007,36.917779,-106.058855,Red River,BLM
BLM13-2108,42.132756,-123.299199,Rock Creek,BLM
BLMMaster-10233,40.996531,-105.900738,Stink Creek,BLM
GAFO-1112,61.49044,-144.922682,NA,BLM
BLMMaster-12418,38.439472,-107.042557,POLE CREEK,BLM
GL-TR-003,63.194715,-147.325047,Little Rusty Creek,BLM
BLM13-2088,43.05645,-122.99931,Days Creek,BLM
BLM14-9204,41.302836,-116.95753,Kelly Creek,BLM
BLM13-2100,42.592062,-123.50654,Hog Creek,BLM
BLMMaster-12988,39.287407,-110.379602,PRICE RIVER,BLM
AA-STR-0005,64.160745,-141.846765,Franklin Creek,BLM
BLMMaster-10178,37.804697,-107.612577,Arrastra Creek,BLM
GAFO-1081,63.017733,-147.73756,Unamed,BLM
BLMMaster-17826,36.240564,-105.837312,"GRANDE, RIO",BLM
NPRA16Supp-90006,69.964402,-153.70537,Unamed,BLM
CYFO-1066,67.068066,-149.188616,Unamed,BLM
CY-TR-1331,37.385406,-109.668945,FISH CREEK,BLM
BLM13-6115,41.0677,-115.7161,UNNAMED,BLM
BLMMaster-11865,41.403536,-106.82425,North Spring Creek,BLM
BLMMaster-14026,44.923,-113.730364,MCDEVITT CREEK,BLM
AA-STR-0001,64.160917,-141.803202,Franklin Creek,BLM
BLM13-8014,41.08116,-120.3557,CEDAR CREEK,BLM
BLM13-4026,42.259627,-115.95404,Marys Creek,BLM
BLMMaster-12258,36.190537,-105.761642,Embudo Creek,BLM
FR-TR-013,38.336019,-105.963528,Eagle Creek,BLM
GAFO-1114,60.327559,-142.305224,NA,BLM
BLMMaster-10810,45.125368,-113.629111,Pratt Creek,BLM
SA-TR-003,44.698924,-113.327708,Canyon Creek,BLM
AK_AN_BSWI-1049,63.330452,-160.585235,NA,BLM
BLM13-8332,41.2378,-119.7715,WALL CREEK,BLM
RA-TR-1449,41.14703,-107.661652,MUDDY CREEK,BLM
BLMMaster-13036,39.779614,-110.954352,FORD CREEK,BLM
BLMMaster-23295,45.888591,-120.549184,QUARTZ CREEK,BLM
BS-TR-1399,61.751944,-157.331139,RED DEVIL CREEK ,BLM
BLMMaster-15538,37.345817,-108.993962,Yellow Jacket Canyon,BLM
BLM14-9115,39.816848,-116.895035,Hall Creek,BLM
UT_WD_SHEEPROCK-1001,39.924722,-112.511626,SHEEPROCK CANYON,BLM
BLMMaster-19426,35.980054,-105.879743,"MEDIO, RIO",BLM
BLMMaster-16530,41.682002,-106.31733,WAGONHOUND CREEK,BLM
UT_MB_Supp1-1202,38.743911,-109.350061,COLORADO RIVER,BLM
NPRA15-9146,70.468819,-156.285904,Unamed,BLM
GAFO-1116,63.181545,-148.773022,Jack River,BLM
BLMMaster-10248,42.519343,-116.086014,Cottonwood Creek,BLM
BLMMaster-18402,36.188497,-105.770254,EMBUDO CREEK,BLM
AA-STR-0008,64.107574,-141.565694,Jack Wade Creek,BLM
BLMMaster-10262,38.230409,-107.25718,Trout Creek,BLM
BLMMaster-13145,41.328557,-107.530767,DEEP GULCH,BLM
BLMMaster-10617,41.069782,-109.244966,GREENHOUGH CREEK,BLM
BLMMaster-19042,38.40013,-106.065444,SAN LUIS CREEK,BLM
AK14-9017,65.374621,-144.89428,NA,BLM
GAFO-1088,62.764774,-143.297588,Little Tok River,BLM
BLMMaster-16901,41.311554,-107.76161,MUDDY CREEK,BLM
BLMMaster-14835,47.098316,-117.817563,Packer Creek,BLM
BLMMaster-10185,38.644491,-106.048681,ARKANSAS RIVER,BLM
BLM13-2114,42.941539,-123.448455,Crawford Branch,BLM
BLMMaster-10557,39.598813,-106.846923,Abrams Creek,BLM
BLMMaster-11041,41.988016,-113.895435,Unamed,BLM
UNEQUAL-189,41.724955,-111.247168,OTTER CREEK,BLM
BLMMaster-10889,38.922,-106.171468,ARKANSAS RIVER ,BLM
BLMMaster-11761,39.8472,-113.839772,Unamed,BLM
BLMMaster-19699,47.296662,-118.281457,CRAB CREEK,BLM
NPRA15-9189,70.382286,-153.74935,Unamed,BLM
BLMMaster-22771,47.299085,-118.337411,CRAB CREEK,BLM
BLM14-9419,38.699483,-109.077919,BEAVER CREEK,BLM
BLMMaster-12162,38.429999,-107.028496,POLE CREEK,BLM
AK_AN_BSWI-1052,64.013505,-159.424061,NA,BLM
BLMMaster-10063,45.397533,-120.522083,John Day River,BLM
BLM13-1018,44.001262,-118.086648,Bendire Creek,BLM
BLMMaster-13180,38.729629,-110.207177,NA,BLM
BLMMaster-25359,48.038815,-118.075227,ALDER CREEK,BLM
BLM13-4104,41.737468,-118.73638,NA,BLM
BLMMaster-11711,45.023983,-119.154051,RUSH CREEK,BLM
FR-TR-014,38.349483,-105.981391,Nieland Creek,BLM
BLMMaster-12706,38.240933,-105.389799,GRAPE CREEK,BLM
NPRA15-9236,70.609595,-158.792118,NA,BLM
BLM13-8320,41.2419,-119.8397,MOUNTAIN VIEW CREEK,BLM
CYFO-1005,67.065884,-149.598403,NA,BLM
BLMMaster-17249,42.110522,-110.698107,HAMS FORK,BLM
BLMMaster-12962,36.454816,-105.728701,"GRANDE, RIO",BLM
BLMMaster-12290,37.901797,-107.403442,LAKE FORK,BLM
BLMMaster-13258,44.861322,-113.54286,SOUTH FORK YEARIAN CREEK,BLM
BLM13-6083,37.468644,-114.57615,Meadow Valley Wash,BLM
BLM13-6135,39.871557,-116.252132,Vinini Creek,BLM
BLM13-5129,41.0886,-109.3291,KRAUSE MARSH CREEK,BLM
GR-TR-1205,39.619437,-110.956249,GORDON CREEK NORTH FORK,BLM
BLMMaster-18418,36.699792,-108.11279,SAN JUAN RIVER,BLM
BLM13-2075,43.634173,-123.523935,Hancock Creek,BLM
BLM14-9206,41.860907,-114.966894,NA,BLM
BLMMaster-12146,37.85339,-108.399264,Disappointment Creek,BLM
FR-TR-005,38.888048,-105.567357,Pruden Creek,BLM
BLMMaster-12022,47.490748,-119.989494,Duffy Creek,BLM
BLMMaster-12610,38.208637,-106.469139,Sheep Creek,BLM
UNEQUAL-172,41.505852,-111.302119,BIRCH CREEK ,BLM
BLM13-1013,44.1431,-119.5005,SOUTH FORK JOHN DAY RIVER,BLM
BLM13-8008,40.942,-121.2663,BEAVER CREEK,BLM
BLMMaster-10338,38.463403,-105.57361,Unamed,BLM
BLMMaster-12637,39.905134,-109.666563,WILLOW CREEK,BLM
NPRA15-TR-002,70.301586,-151.281883,Oil Creek,BLM
BLMMaster-11161,41.455274,-107.341688,Muddy Spring Creek,BLM
BLMMaster-13650,42.146171,-106.666633,JOHNSON CANYON,BLM
BLMMaster-16006,44.192206,-113.571028,LONG CREEK,BLM
AK14-9144,64.352667,-142.274834,Hutchinson Creek,BLM
BLM14-9127,39.163317,-117.355515,Unnamed,BLM
AK14-9145,64.808316,-142.098488,NA,BLM
BLMMaster-10361,41.072323,-109.141884,RED CREEK,BLM
GAFO-1048,62.610152,-148.498282,Unamed,BLM
AK_AN_BSWI-1017,63.439415,-160.5991,NA,BLM
GR-TR-1492,39.952348,-109.157654,NA,BLM
BLMMaster-10329,41.297815,-107.383728,Little Savery Creek,BLM
AK14-9044,65.120867,-144.426649,Unamed,BLM
BLMMaster-10511,46.763833,-120.458121,YAKIMA RIVER,BLM
BLMMaster-10577,41.597117,-111.311108,Randolph Creek,BLM
BLMMaster-10953,40.785345,-108.170275,LITTLE SNAKE RIVER,BLM
BLMMaster-13372,39.600059,-110.30084,RANGE CREEK,BLM
BLM13-4072,42.9283,-115.465,Snake River,BLM
NPRA15-9053,70.349047,-160.388948,APIKUGURUAK CREEK,BLM
BLMMaster-10045,39.62129,-107.941128,Unamed,BLM
BLMMaster-10825,40.056821,-105.870949,Behler Creek,BLM
BLM13-6144,38.017639,-116.467515,NA,BLM
BLMMaster-10764,41.351155,-110.86663,NA,BLM
BLMMaster-26383,48.113996,-118.072305,SOUTH FORK HUNTER CREEK,BLM
BLMMaster-13756,39.356783,-110.483738,PRICE RIVER,BLM
BLMMaster-12445,40.593292,-109.39039,Little Brush Creek,BLM
GAFO-1074,61.086753,-145.494471,NA,BLM
AK_AN_BSWI-1047,64.651299,-159.527049,NA,BLM
BLMMaster-10681,42.187261,-109.254082,PACIFIC CREEK,BLM
BLMMaster-10518,38.191922,-107.168164,Indian Creek,BLM
BLM13-8340,41.9924,-119.9345,NA,BLM
BLMMaster-13644,38.696881,-111.038517,MUDDY CREEK,BLM
BLM13-2052,42.647089,-123.585267,Rogue River,BLM
RA-TR-1378,42.275145,-107.175334,EAST ARKANSAS CREEK,BLM
BLMMaster-12602,45.228663,-113.694171,GEERTSON CREEK,BLM
BLMMaster-13322,44.876936,-113.785988,GROUSE CREEK - RANDOM,BLM
GAFO-1113,63.106318,-145.977209,Unamed,BLM
BLMMaster-11068,39.87301,-111.192348,Starvation Creek,BLM
BLM13-6030,39.74001,-114.79463,Unnamed,BLM
